Act_No,Title,PDF_URL,Status
P.U. (A) 471/2024,FINANCIAL SERVICES (MINIMUM AMOUNT OF CAPITAL FUNDS OR SURPLUS OF ASSETS OVER LIABILITIES) (LICENSED PERSON) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2598372/PUA471_2024.pdf,P.U.(A)
P.U. (A) 470/2024,STAMP DUTY (EXEMPTION) (NO. 9) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2599282/PUA470_2024.pdf,P.U.(A)
P.U. (A) 469/2024,LOANS GUARANTEE (BODIES CORPORATE)  (REMISSION OF TAX AND STAMP DUTY)  (DIGITAL NASIONAL BERHAD) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2598009/PUA469_2024.pdf,P.U.(A)
P.U. (A) 468/2024,FINANCIAL SERVICES (REQUIREMENTS AND  SUBMISSION OF DOCUMENTS OR INFORMATION)  (REGISTERED BUSINESS) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2598054/PUA468_2024.pdf,P.U.(A)
P.U. (A) 467/2024,ENERGY EFFICIENCY AND CONSERVATION (COMPOUNDING OF OFFENCES)  REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596767/PUA467_2024.pdf,P.U.(A)
P.U. (A) 466/2024,ENERGY EFFICIENCY AND CONSERVATION  REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596770/PUA466_2024.pdf,P.U.(A)
P.U. (A) 465/2024,PREVENTION AND CONTROL OF INFECTIOUS DISEASES (DECLARATION OF INFECTED LOCAL AREAS)  (EXTENSION OF OPERATION) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596588/PUA465_2024.pdf,P.U.(A)
P.U. (A) 464/2024,FINANCIAL SERVICES  (AMENDMENT OF SCHEDULE 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596703/PUA 464 (2024).pdf,P.U.(A)
P.U. (A) 463/2024,FINANCIAL SERVICES  (LIMITED PURPOSE ELECTRONIC MONEY)  (EXEMPTION) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596772/PUA 463.pdf,P.U.(A)
P.U. (A) 462/2024,ISLAMIC FINANCIAL SERVICES  (AMENDMENT OF SCHEDULE 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596605/PUA 462 (2024).pdf,P.U.(A)
P.U. (A) 461/2024,ISLAMIC FINANCIAL SERVICES  (LIMITED PURPOSE ELECTRONIC MONEY)  (EXEMPTION) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596788/PUA 461.pdf,P.U.(A)
P.U. (A) 460/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI PUTRA MALAYSIA)  (DISCIPLINE OF STUDENTS) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596474/PUA 460 (2024).pdf,P.U.(A)
P.U. (A) 459/2024,EFFICIENT MANAGEMENT OF ELECTRICAL ENERGY (REVOCATION) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2596450/PUA 459.pdf,P.U.(A)
P.U. (A) 458/2024,EDUCATION (TERMS OF EDUCATIONAL INSTITUTIONS ACADEMIC CALENDAR 2025/2026) (AMENDMENT) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2592633/PUA 458 (2024).pdf,P.U.(A)
P.U. (A) 457/2024,EDUCATION (TERMS OF EDUCATIONAL INSTITUTIONS ACADEMIC CALENDAR 2024/2025) (AMENDMENT) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2592644/PUA 457.pdf,P.U.(A)
P.U. (A) 456/2024,MALAYSIAN SPACE BOARD REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2586016/P.U. (A) 456_2024.pdf,P.U.(A)
P.U. (A) 455/2024,ELECTRICITY SUPPLY (COMPOUNDING OFFENCES) (AMENDMENT) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2591654/P.U. (A) 455_2024.pdf,P.U.(A)
P.U. (A) 454/2024,CUSTOMS DUTIES (GOODS UNDER THE FRAMEWORK AGREEMENT ON COMPREHENSIVE ECONOMIC  CO-OPERATION BETWEEN ASEAN AND CHINA)  ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2573000/PUA454_2024.pdf,P.U.(A)
P.U. (A) 453/2024,ELECTRICITY (AMENDMENT) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2586518/PUA453_2024.pdf,P.U.(A)
P.U. (A) 452/2024,CUSTOMS (ANTI-DUMPING DUTIES) (NO. 2) (EXTENSION OF OPERATION) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2587701/PUA 452 (2024).pdf,P.U.(A)
P.U. (A) 451/2024,INCOME TAX (EXEMPTION) (NO. 5) ORDER 2022 (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2584396/PUA 451_2024.pdf,P.U.(A)
P.U. (A) 450/2024,FEES (PENGKALAN KUBOR FERRY)  (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2583414/PUA 450_2024.pdf,P.U.(A)
P.U. (A) 449/2024,CONSUMER PROTECTION (ELECTRONIC TRADE TRANSACTION) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2587477/PUA 449 (2024).pdf,P.U.(A)
P.U. (A) 448/2024,LEMBAGA PEMBANGUNAN INDUSTRI PEMBINAAN MALAYSIA (IMPOSITION OF LEVY)  (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580996/PUA 448 (2024).pdf,P.U.(A)
P.U. (A) 447/2024,LOANS GUARANTEE (BODIES CORPORATE)  (REMISSION OF TAX AND STAMP DUTY) (PUBLIC SECTOR HOME FINANCING BOARD) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2583386/PUA447_2024.pdf,P.U.(A)
P.U. (A) 446/2024,EMPLOYEES’ SOCIAL SECURITY (SUPPLY) (NO. 2)  REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2584373/PUA 446_2024.pdf,P.U.(A)
P.U. (A) 445/2024,INCOME TAX (GREEN TECHNOLOGY INCENTIVE)  (SOLAR PHOTOVOLTAIC SYSTEM LEASING) (EXEMPTION) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2582933/PUA 445_2024.pdf,P.U.(A)
P.U. (A) 444/2024,INCOME TAX (ISLAMIC SECURITIES) (EXEMPTION) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2583384/PUA 444_2024.pdf,P.U.(A)
P.U. (A) 443/2024,CIVIL AVIATION (FEES AND CHARGES) (AMENDMENT) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2582985/PUA443_2024.pdf,P.U.(A)
P.U. (A) 442/2024,HOUSEWIVES’ SOCIAL SECURITY (SUPPLY) (NO. 2) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580990/PUA_442.pdf,P.U.(A)
P.U. (A) 441/2024,SELF-EMPLOYMENT SOCIAL SECURITY (SUPPLY) (NO. 2) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580994/PUA 441_2024.pdf,P.U.(A)
P.U. (A) 440/2024,EMPLOYMENT INSURANCE SYSTEM (SUPPLY) (NO. 2) REGULATIONS 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578395/PUA_440.pdf,P.U.(A)
P.U. (A) 439/2024,PRICE CONTROL AND ANTI-PROFITEERING (PRICE MARKING OF PRICE-CONTROLLED GOODS) (NO. 7) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580980/PUA 439_2024.pdf,P.U.(A)
P.U. (A) 438/2024,PRICE CONTROL AND ANTI-PROFITEERING (DETERMINATION OF MAXIMUM PRICE) (NO. 7) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580977/PUA 438_2024.pdf,P.U.(A)
P.U. (A) 437/2024,CONTROL OF SUPPLIES (CONTROLLED ARTICLES) (NO. 6) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2580982/PUA_437.pdf,P.U.(A)
P.U. (A) 436/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (SETIAWANGSA-PANTAI EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578273/PUA_436.pdf,P.U.(A)
P.U. (A) 435/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (STORM WATER MANAGEMENT AND ROAD TUNNEL HIGHWAY (SMART)) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578272/PUA_435.pdf,P.U.(A)
P.U. (A) 434/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (PENANG BRIDGE) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578271/PUA_434.pdf,P.U.(A)
P.U. (A) 433/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (GUTHRIE CORRIDOR EXPRESSWAY) (NO. 2) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578270/PUA_433.pdf,P.U.(A)
P.U. (A) 432/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (DUTA-ULU KELANG EXPRESSWAY PHASE 2 TUN RAZAK LINK) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578267/PUA_432.pdf,P.U.(A)
P.U. (A) 431/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (DUTA-ULU KELANG EXPRESSWAY PHASE 2 SRI DAMANSARA LINK) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578266/PUA_431.pdf,P.U.(A)
P.U. (A) 430/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (DUTA-ULU KELANG EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2578265/PUA_430.pdf,P.U.(A)
P.U. (A) 429/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (BUTTERWORTH-KULIM EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577700/PUA 429_2024.pdf,P.U.(A)
P.U. (A) 428/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (KEMUNING-SHAH ALAM HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577699/PUA 428_2024.pdf,P.U.(A)
P.U. (A) 427/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (AMPANG-KUALA LUMPUR ELEVATED HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577696/PUA 427_2024.pdf,P.U.(A)
P.U. (A) 426/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (DAMANSARA-PUCHONG HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577701/PUA 426_2024.pdf,P.U.(A)
P.U. (A) 425/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (NEW PANTAI HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577702/PUA 425_2025.pdf,P.U.(A)
P.U. (A) 424/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (SUNGAI BESI HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577704/PUA 424_2024.pdf,P.U.(A)
P.U. (A) 423/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (EAST COAST EXPRESSWAY-PHASE 2) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577692/PUA 423_2024.pdf,P.U.(A)
P.U. (A) 422/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS)  (WESTERN KUALA LUMPUR TRAFFIC DISPERSAL SCHEME HIGHWAY-KERINCHI LINK AND DAMANSARA LINK) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579689/PUA_422.pdf,P.U.(A)
P.U. (A) 421/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (SENAI-PASIR GUDANG-DESARU EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579659/PUA 421_2024.pdf,P.U.(A)
P.U. (A) 420/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (KAJANG-SEREMBAN HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579658/PUA_420.pdf,P.U.(A)
P.U. (A) 419/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (MAJU EXPRESSWAY HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579656/PUA 419_2024.pdf,P.U.(A)
P.U. (A) 418/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (SUNGAI BESI-ULU KELANG ELEVATED EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579653/PUA_418.pdf,P.U.(A)
P.U. (A) 417/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (KAJANG TRAFFIC DISPERSAL RING ROAD) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579652/PUA 417_2024.pdf,P.U.(A)
P.U. (A) 416/2024,FEDERAL ROADS (PRIVATE MANAGEMENT) (COLLECTION OF TOLLS) (BUTTERWORTH OUTER RING ROAD) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579651/PUA_416.pdf,P.U.(A)
P.U. (A) 415/2024,INCOME TAX (SUSTAINABLE AND RESPONSIBLE INVESTMENT LINKED SUKUK) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2571904/PUA 415 (2024).pdf,P.U.(A)
P.U. (A) 414/2024,PRINTING PRESSES AND PUBLICATIONS (CONTROL OF UNDESIRABLE PUBLICATIONS) (NO. 6) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2575892/PUA 414 (2024).pdf,P.U.(A)
P.U. (A) 413/2024,PRINTING PRESSES AND PUBLICATIONS (CONTROL OF UNDESIRABLE PUBLICATIONS) (NO. 5) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2575917/PUA 413 (2024).pdf,P.U.(A)
P.U. (A) 412/2024,PRINTING PRESSES AND PUBLICATIONS  (CONTROL OF UNDESIRABLE PUBLICATIONS) (NO. 4) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2576032/PUA 412 (2024).pdf,P.U.(A)
P.U. (A) 411/2024,PRINTING PRESSES AND PUBLICATIONS  (CONTROL OF UNDESIRABLE PUBLICATIONS) (NO. 3) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2576045/PUA 411 (2024).pdf,P.U.(A)
P.U. (A) 410/2024,PRINTING PRESSES AND PUBLICATIONS  (CONTROL OF UNDESIRABLE PUBLICATIONS) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2576098/PUA 410 (2024).pdf,P.U.(A)
P.U. (A) 409/2024,PRINTING PRESSES AND PUBLICATIONS                      (CONTROL OF UNDESIRABLE PUBLICATIONS) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579146/PUA 409 (2024).pdf,P.U.(A)
P.U. (A) 408/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI KEBANGSAAN MALAYSIA)  (DISCIPLINE OF STUDENTS) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2579223/PUA 408.pdf,P.U.(A)
P.U. (A) 407/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (WEST COAST EXPRESSWAY (TAIPING-BANTING)) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577649/PUA 407 (2024).pdf,P.U.(A)
P.U. (A) 406/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (DAMANSARA-SHAH ALAM ELEVATED EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577635/PUA 406 (2024).pdf,P.U.(A)
P.U. (A) 405/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (NEW NORTH KLANG STRAITS BYPASS EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577634/PUA 405 (2024).pdf,P.U.(A)
P.U. (A) 404/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (SEREMBAN-PORT DICKSON EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577638/PUA 404 (2024).pdf,P.U.(A)
P.U. (A) 403/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (JAMBATAN SULTAN ABDUL HALIM MU’ADZAM SHAH) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577639/PUA 403 (2024).pdf,P.U.(A)
P.U. (A) 402/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (SOUTH KLANG VALLEY EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577642/PUA 402 (2024).pdf,P.U.(A)
P.U. (A) 401/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (KL-KUALA SELANGOR EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577643/PUA 401 (2024).pdf,P.U.(A)
P.U. (A) 400/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (EAST COAST EXPRESSWAY- PHASE 1) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577825/PUA 400.pdf,P.U.(A)
P.U. (A) 399/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (KUALA LUMPUR-KARAK HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577812/PUA 399.pdf,P.U.(A)
P.U. (A) 398/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (CHERAS-KAJANG HIGHWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577777/PUA 398.pdf,P.U.(A)
P.U. (A) 397/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (NORTH SOUTH EXPRESSWAY CENTRAL LINK AND KLIA EXPRESSWAY)  (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577760/PUA 397.pdf,P.U.(A)
P.U. (A) 396/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (SHAH ALAM EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577738/PUA 396.pdf,P.U.(A)
P.U. (A) 395/2024,FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (MALAYSIA-SINGAPORE SECOND CROSSING BRIDGE AND EXPRESSWAY AND PERLING EXPRESSWAY) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577717/PUA 395.pdf,P.U.(A)
P.U. (A) 394/2024,"FEDERAL ROADS (PRIVATE MANAGEMENT)  (COLLECTION OF TOLLS) (JURU-JALAN DUTA-BUKIT RAJA EXPRESSWAY, NORTH SOUTH EXPRESSWAY CENTRAL LINK AND KUALA LUMPUR-JOHORE BAHRU EXPRESSWAY) (AMENDMENT) ORDER 2024",https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2577708/PUA 394.pdf,P.U.(A)
P.U. (A) 393/2024,ROAD TRANSPORT (PROHIBITION OF USE OF ROAD) (FEDERAL ROADS) (NO. 15) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2576225/PUA 393 (2024).pdf,P.U.(A)
P.U. (A) 392/2024,PREVENTION AND CONTROL OF INFECTIOUS DISEASES (AMENDMENT OF FIRST SCHEDULE) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2574330/P.U. (A) 392_2024.pdf,P.U.(A)
P.U. (A) 391/2024,WILDLIFE CONSERVATION (EXEMPTION OF FEES) (NO. 4) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2567643/PUA 391.pdf,P.U.(A)
P.U. (A) 390/2024,WILDLIFE CONSERVATION   (EXEMPTION OF FEES) (NO. 3) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2565180/P.U. (A) 390_2024.pdf,P.U.(A)
P.U. (A) 389/2024,WILDLIFE CONSERVATION  (EXEMPTION OF FEES) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2567742/PUA 389.pdf,P.U.(A)
P.U. (A) 388/2024,WILDLIFE CONSERVATION  (EXEMPTION OF FEES) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2572613/P.U. (A) 388_2024.pdf,P.U.(A)
P.U. (A) 387/2024,WINDFALL PROFIT LEVY  (OIL PALM FRUIT) (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2564890/PUA387_2024.pdf,P.U.(A)
P.U. (A) 386/2024,EXCISE DUTIES (AMENDMENT) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2565125/PUA 386 (2024).pdf,P.U.(A)
P.U. (A) 385/2024,INCOME TAX  (SPORTS VICTORY PRIZE SCHEME)  (EXEMPTION) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2541575/PUA 385 (2024).pdf,P.U.(A)
P.U. (A) 384/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITY OF MALAYA)  (DISCIPLINE OF STUDENTS) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2561657/PUA384_2024.pdf,P.U.(A)
P.U. (A) 383/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI MALAYSIA KELANTAN)  (DISCIPLINE OF STUDENTS) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2561694/PUA383_2024.pdf,P.U.(A)
P.U. (A) 382/2024,CONSTITUTION OF THE HIGH COURTS  (JUDICIAL COMMISSIONER) (NO. 4) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2555833/PUA_382.pdf,P.U.(A)
P.U. (A) 381/2024,CONSTITUTION OF THE HIGH COURTS  (JUDICIAL COMMISSIONER) (NO. 3) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2555752/PUA 381_2024.pdf,P.U.(A)
P.U. (A) 380/2024,CONSTITUTION OF THE HIGH COURTS (JUDICIAL COMMISSIONER) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2551597/PUA 380_2024.pdf,P.U.(A)
P.U. (A) 379/2024,CONSTITUTION OF THE HIGH COURTS (JUDICIAL COMMISSIONER) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2551582/PUA 379_2024.pdf,P.U.(A)
P.U. (A) 378/2024,MUTUAL ASSISTANCE IN CRIMINAL MATTERS (REPUBLIC OF TAJIKISTAN) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2551854/PUA378_2024.pdf,P.U.(A)
P.U. (A) 377/2024,PERINTAH DUTI KASTAM (BARANG-BARANG DI BAWAH PERJANJIAN KOMPREHENSIF DAN PROGRESIF BAGI PERKONGSIAN TRANS-PASIFIK) (PINDAAN) 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2548883/PUA377_2024.pdf,P.U.(A)
P.U. (A) 376/2024,MINIMUM WAGES ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2541500/PUA 376.pdf,P.U.(A)
P.U. (A) 375/2024,FEDERAL ROADS (SARAWAK) (AMENDMENT)  (NO. 8) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2542307/PUA 375.pdf,P.U.(A)
P.U. (A) 374/2024,AUDIT (AMENDMENT OF SECOND SCHEDULE) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2538251/PUA_374.pdf,P.U.(A)
P.U. (A) 373/2024,CUSTOMS DUTIES (EXEMPTION) (AMENDMENT) (NO. 3) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2531756/PUA_373.pdf,P.U.(A)
P.U. (A) 372/2024,UNIVERSITIES AND UNIVERSITY COLLEGES  (UNIVERSITI MALAYSIA SARAWAK)  (DISCIPLINE OF STUDENTS) RULES 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2517581/PUA_372.pdf,P.U.(A)
P.U. (A) 371/2024,SERVICE TAX (IMPOSITION OF TAX FOR TAXABLE SERVICE IN RESPECT OF DESIGNATED AREAS AND SPECIAL AREAS) (AMENDMENT) (NO. 2) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495689/PUA371_2024.pdf,P.U.(A)
P.U. (A) 370/2024,SERVICE TAX (IMPOSITION OF TAX FOR  TAXABLE SERVICE IN RESPECT OF DESIGNATED AREAS RELATING TO PULAU 1 AND SPECIAL AREAS)  ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495688/PUA 370 (2024).pdf,P.U.(A)
P.U. (A) 369/2024,SALES TAX (IMPOSITION OF SALES TAX                                            IN RESPECT OF DESIGNATED AREAS)  (AMENDMENT) ORDER 2024,https://lom.agc.gov.my/ilims/upload/portal/akta/outputp/2495690/PUA 369.pdf,P.U.(A)
